,class,tweet
1640,1,I wanna go workout come back home lay bed jerk kill two bird one stone
1641,1,An orangutan tri sex actress julia robert smart monkey
1642,1,ever met bitch fuck nigga pussi admit A bitch bitch
1643,2,singlebecaus ill find cute hoosier date next year
1644,1,I made interview bitch finess huh lol
1645,1,love hoe
1646,1,fuck bad bitch id rather good girl freak 10 10 time
1647,1,singl af care ugli anyway pussi
1648,1,I love hoe
1649,1,tri smash pussi stank
1650,2,yanke red sox scoreless play 2nd inning bambino IS watch
1651,2,alfredo acev reliev 4th yanke need go away ga
1652,2,cav trash heat trash smh pat gotta make trade
1653,1,I bitch like lol sorri sorri tri give hint I want speak idc
1654,1,shut faggot set
1655,2,oreo ice cream cake
1656,1,I got natur mean face havin mean mug ion even knowin bitch shut fuck right
1657,1,I want birthday femal larg buttock big booti hoe
1658,1,My sister shittin ho wodeh bout dat action
1659,1,lmaooo I find shit funni hoe content work one nigga bore
1660,1,U look like cotton picker tho put field work damn dee got joke
1661,1,wassup bye bitch outta order
1662,1,thi bitch lie messi yess
1663,1,alyssa ignor bitch better text back caus I seriou fuck u smokey
1664,1,I put sooooo much nut fuck mouth gt frfr bitch yu nasti
1665,1,im win bitch
1666,1,boy told lyssa make 50 ye bitch I need em
1667,1,hoe play w like I send babi cain niggah yesss messi
1668,0,shoot nigga shorti bitch
1669,1,Iz point jealou cuz dee hoe everybodi bucketsproverb
1670,1,oomf hoe hopper
1671,1,thing love weed pussi life
1672,1,oomf fake bitch ass nigga point blank period smh awwww shittttttt
1673,1,I lose sweet lose hide lmfao viri tryna smoke hoe self boy
1674,1,kyri fast bitch ball look like lol lol I wish
1675,1,hahaha much thotti never fear captain save A thot save hoe
1676,1,happi birthday littl bitch bofl made laugh I read
1677,1,snap chat name pleas bitch snapchatt
1678,1,hoe loyal
1679,1,bitch yeah I know probabl parti
1680,1,I got giggl I fag I gon lie lol
1681,1,bitch need lock yo ass sayin stupid shit like
1682,1,No one like n r e c ass bitch
1683,2,My laker go trash season I wait
1684,1,boyfriend eat yo pussi day long Ur da real mvp
1685,1,make salad veget bitch give break potato salad
1686,1,Im happi morn I shave pussi cute alway set good day u need dick
1687,1,I laugh ex tryna stunt bitch forgot I went I know got amp got
1688,1,wish tonight purg I get hunt shut yo hoe ass
1689,1,I tell I tri turn bayou classic drinker bitch got id
1690,1,lol I 4got rose dat nicca tho 1 never forget lol yee I trippin
1691,2,look nip ring I wait I chang mine lmao
1692,2,happi new year check yo clock hun got anoth hour lol lil count thing
1693,1,bitch gotta work hard clean shit without rip skin lmaosjdusubej
1694,1,My friend insensit bitch
1695,1,I tryna get snow day dick gon make nicca wreck tryn pull ya
1696,1,like tf bitch follow
1697,1,cuz hoe lol cuz went lil rant man
1698,1,hoe azz boi I sniff sniff sorri sniff sniff
1699,1,u Mr bitch stop call I ball
1700,1,ion eat cat bitch gay
1701,1,iont got type bad bitch thing I like ayee throw ass sphere
1702,1,nigga hoe man I swear
1703,1,thi hoe mimi said I hurt hand bitch throat
1704,1,di hoe bri fuck wet dream pop dream like
1705,1,u hoe broski u gotta look dat shit
1706,1,lil bitti bitch lingo
1707,1,shawti wanna charg pussi I like whoa turnt cash use fuck free
1708,1,victor amp shawn leg hurt jigg everi damn night
1709,1,lol someon told I hoe I sent
1710,1,bitch im weakkk vic
1711,1,fuck girl peep He chang A nigga squar Up bitch ass
1712,1,nobodi care kirk bosley I care bout cousin hoe
1713,1,men hop feel much quicker women I hop ya bitch
1714,1,bitch I bitch I griiind thug luuuuuuv
1715,0,My phone charg backward retard
1716,1,I want pussi wishfulthink
1717,1,fb hoe lol damn next time nicer lmfao
1718,1,right idk one sell pussi 65 way high
1719,1,ahhh know So smart donni ye yass I glad speak mind 2face hoe
1720,1,gave bitch bib sinc wanna act messi
1721,1,im excit boosi get valentin day get vday pussi allstar weeekend pussi mardi gra
1722,1,I like popey spici chicken bitch 10 boa trippen
1723,1,I wonder I oomf I like I want fuck would I wrong one brave bitch one day
1724,1,It wonder meet dude bitch ass nigga day
1725,1,yeah lowkey love know nigga love hoe
1726,1,I 2 much nigga 3 much hoe
1727,1,jordyn stay make fun I eat like littl bitch
1728,1,He go actual surpris hard N crib listen 2 nig G eazi diss homi
1729,0,aint special niglet I chill wit greg ppl walk ask take pic hatin
1730,1,gotta buy anti slip shoe hoe catch slip
1731,2,83 realli cool good basketbal zebra
1732,1,grow bitch cute
1733,1,scrappi alway reunion hella hoe real nigga lmao
1734,1,girlfriend hoe text yanno u r
1735,1,realli anyon talk thing start go wrong aight hoe ass nigga
1736,1,sydney favorit nigger I love
1737,1,depress I got hoe
1738,1,7 still fucn ya ex na bitch corni
1739,1,go take A summer bing alll fli bitch bless atl turnup thank
1740,1,I never get twitter I I get bitch fight nigga even femal bruh
1741,1,fuck top lip pussi
1742,1,mane skinni bitch playin lol I take weight class anoth level
1743,0,RT lemm find niggaz let bitch shit yo face nigga weirdo
1744,1,cigarett gross half bitch smoke cigarett
1745,2,I hate I attempt make yellow light car infront stop light I want fight
1746,1,I like bitch
1747,1,nigga talk bitch day fact
1748,1,bitch know lmaooo
1749,1,fuck text movement lmaooo court text rub use bitch bout tho
1750,1,I need find damn job need find bitch job right
1751,1,I dont fuck youuu u lil stupid ass bitch I aint fuckin wit u lil dumbass bitch I aint fuckin wit
1752,1,kid Me right I smack hoe
1753,1,im sarcast lil bitch love sleep eat
1754,1,hoe loyal would know caus I hoe fan damn sure real
1755,1,yeah realli far alright like live whole lot hick haha
1756,1,im bitch ass elf
1757,1,I dont trust girl cant trust hoe
1758,1,well know victoria secret yea cocoa puff bird fuck
1759,1,paint brush bugatti stundentpaint bitch paint like one french girl
1760,1,niggah friendzon daaaaaaaam
1761,1,jose fuck mean like damn bitch lol fuck
1762,1,bitch im back home
1763,2,chuckstrong goldswagg awesom hoosier
1764,1,happi hour time best time da day nigga know bout happi hour hoe
1765,1,My favorit time da day happi hour drinkbreak bad bitch come ok hoe home make
1766,1,gwyneth paltrow ugli ass big bird look bitch shut fuck lt lt pretti much IN face bravo
1767,1,whi u love becaus love hoe
1768,1,play great job retard
1769,1,Y bitch pop babi like sport stop lol
1770,1,finger bitch w trigger finger nigga shut
1771,1,dora amp tabl manner eat like sloppi hoe
1772,1,stop bitch
1773,1,demolish huge bitch care
1774,1,think alex game sorri son bitch never win us game
1775,1,bitch late ion expos
1776,1,I feel sorri whoever use alyssa number play phone game dumb ass hoe got life
1777,1,bitch bitch fandomapolog 5sosfamand1dfandomfollowparti preach
1778,1,bitch set hoppin like bitch get life u get beat lmao
1779,1,pussi wet gotta dri outsid stop tell busi
1780,1,homecom ho slut 17th
1781,1,asian short bed feet hang edg bed cuddl bitch I right besid
1782,0,u regular nig u play b lol ima b Ig famou day count somethin
1783,1,congrat kim k great day hoe everywher
1784,1,lol mayb I give nd date hoe date let know work lol
1785,1,imma pull eat pussi dip
1786,1,If get pussi without lie girl wack hate appreci
1787,1,My daughter make I hoe age 18 25 u roll tonight
1788,1,pussi prolli tast like heaven
1789,1,everi jawn tryna pussi cop feel dont peen
1790,1,know idgaf woman lingeri match I love hairi pussi much
1791,1,whi let hoe tear right apart
1792,1,I want baddest bitch world right lap
1793,1,pineappl sale publix hoe sale stair
1794,1,I need ran theo theo homi rock cool I need free shit hoe
1795,1,still get pussi ju ration fag
1796,1,class right I need headphon seventh period I seriou bitch ass ms trophenboum
1797,1,aw omg show made cri I pussi man realli
1798,1,brian stfu twitter could retweet anyth make bitch slap
1799,2,I know u didnt hit jigga fav purs chill
1800,1,fuck slut foreal fuck dat bitch
1801,1,might go plaq hc bitch gone go
1802,1,I faggot I agre
1803,1,I heartbroken tx inniz ho lmao haha naw chill one laugh vdawg
1804,1,make tell bitch
1805,2,yanke never someon wear singl digit uniform season wow show epic organ
1806,1,bitch stand like want MJ smooth crimin video bad
1808,1,It matter nigga alway tryna holla bitch
1809,1,thi bitch gmfu huh huh lol
1810,1,back hoe want I hot
1811,1,I believ wiz khalifa one bald bitch get divorc
1812,2,sick trash talk cocki attitud shutupandplay ref take control need
1813,2,twitpic selfi light color eye
1815,1,singl mom got proven pussi lol fckd truuu
1816,1,hate chick say go deeper u alreadi dishin u got hoe
1817,1,bitch wanna date flyest nigga shock hoe lol
1818,1,ladi dude put two hand pussi start clap lmaoo
1819,1,U get u put If u offer pussi mad u receiv dick
1820,1,thing hoe say
1821,2,fav part take care whole album trash
1822,1,No one want ugli nigga got No stress hoe lt lie
1823,1,yall partner crime bitch ride solo
1824,1,u got hoe tho werd
1825,2,I see everi iftheygunnedmedown tweet di like da color bradi bunch
1826,0,No need thank kill nigger reward di pal graduat 26
1827,1,homo sorri I straight like pull mad bitch
1828,1,3 even lift pussi
1829,1,half tempt go outsid run phone car piec shit fuckiphon pussi
1830,1,earli put face pussi bul never earli breakfast
1831,1,doc He pussi He go anywher
1832,1,I want ear look like I want bitch ear lol
1833,1,I take peopl nigga bitch play nigga special babi daddi No BS
1834,1,I use fat bitch everybodi made fun look I made fun ugli
1835,1,hoe
1836,1,If pussi pussi nasti ass nigga hope get aid bit harsh rethink statement
1837,1,fuck bitch shut roll threw
1838,1,I say I stud fuck tranni let bitch strap muhfucka childish lol
1839,1,bitch I fukkin wicha fuck nigga squar I fuck
1840,1,know I pictur hoe head good knock wind boy
1841,1,noll nigga I talm bout Tt juic ion hoe Em
1842,2,eagl fan dont except fact mcoy trash year everybodi figur spread offens stopit
1843,1,thot bitch wanna wine amp dine like wife know earn
1844,1,U hella gay u never quit sub fag
1845,1,haha bitch
1846,1,I think hoe press shit righttt mani time ask ok
1847,1,hoe hoe thang
1848,1,new 1d song diana well written well done boyzzzzzz bow bitch
1849,1,big oleeee middl finger bitch
1850,1,peopl complain price I like bitch I look like I make rule
1851,0,I hate bitch amp fact oomf like retweeettt 1000x
1852,1,hoe lmfao smut lmao
1853,1,guy hoe day lmao fuck indirect caus I put blast subbin
1854,1,need get laid sike im celib bitch like
1855,1,boot u hoe nigga girl take BC hoe
1856,1,rico bore bitch damn boy watch hoe
1857,1,rico full shyt full money hoe
1859,1,men biggest hoe lmao
1860,1,one song blacc hollywood I dislik except song nicki minaj triffl bitch suck
1861,1,yea bitch dam
1862,1,thi bitch come right amp get tooo comfort I never saw yo gut I hate u
1863,0,bitch ass nigga fuck lt hoe got manner realtalk
1864,1,swear emoji
1865,1,bang trust worthi bitch
1866,1,cute af bitch I believ u It ju get pass trust u wit needl someon head
1867,1,lmaooo nooo hoe oh ok
1868,1,name stefani stefani fuck u hoe
1869,1,bitch tri wrong one go hill
1870,1,peopl ever twitter bitch get mother fuckin diari
1871,1,I could write book thing hoe say way jose
1872,2,bad optim I royal twin take rose ie color glass
1873,1,I drive insan fag
1874,1,femal get irrit fast fuck hoe
1875,1,bitch I call yu back lie
1876,1,togeth yu gt job hoe
1877,1,He rich let bitch get mad like nigga think
1878,1,grown matur pretti amp etc goe window bitch play
1879,1,Is kim kardashian look good still look better call bad bitch
1880,1,girl hoe twitter
1881,1,beauti femal still find way fuck w ratchet hoe I get
1882,1,would love parksid sport girl dress like kobe day everyday let see 1 hoe
1883,1,thi guy said slept 300 girl Oh ok let puke I know girl 70 dude slut whore hoe
1884,1,everi bitch tell I act like nigga whatev fuck mean
1885,1,lol bitch respond lol cool imma get one I ju trust
1886,1,I close dude master chan right bitch bow master
1887,1,I got hella hoe
1888,1,A nigga get alot bitch gonna valu like someon els would anoth one lol cut
1889,1,luhv u tiooa drunk bitch lol
1890,1,If go talk shit sister play pussi shit say face yo justsay slapabitch
1891,0,one friend greet insult nigger
1892,1,Go text hoe Me
1893,1,On scale 1 10 bitch liter 6
1894,1,dude fuck legend bruh fuck right pussi lmao true legendfuck right pussi
1895,1,seen 2 pregnant bitch fight look like sumo wrestler
1896,1,It birthday yesssss obvious nobodi care bitch
1897,1,donni hoe sinc
1898,1,I trynna find bitch fat ass
1899,1,lool I agre RT fuck show I ever watch misfit wen simon wife hoe saddest
1900,1,saw ashton hardli anyon care wait harri wtf bitch I ashton grill feel
1901,1,hoe feel like photo didnt get enough favorit
1902,1,I see mani mad hoe tl tht shit illeg tbh
1903,1,shorti name masika surpris hoe
1904,1,wifey mean pussi good right gotta go 2 month basic
1905,1,bro bird stay sex daili said look hand
1906,2,tag friend suck flappi bird
1907,2,If use obamacar websit definit chang password hahahahahah sad boon
1908,1,cloth dryer I tryna dri cloth throw hoe
1909,1,lmao nvm right bitch go drink warm milk go bed
1910,1,bitch said I lie much bitch worth tell truth
1911,1,readi anoth tat doeeee right hoe
1912,1,group chat bitch call yall undercov fed watch everybodi
1913,1,smh gotta grow least know bitch want I swear
1914,1,ex hit I miss bullshit lol bitch die
1915,1,hoe gone jam watch throw ass bitch fuck parti
1916,1,yo mama confus u lol hoe got manner
1917,1,hoe still I known
1918,1,fuck I look like ho I look like ye ya look like
1919,2,We raid nicki wig closet summer bad gal wanna fun bitch nerv smh
1920,1,fall love bitch bestadvic
1921,1,yall nigga think hang around crib noth bitch get bread
1922,1,kimberley stori far scariest stori I ever heard pussi
1923,0,If fleek yo vocabulari faggot
1924,1,fake bitch I want hug
1926,1,shine hoe look babi daddi
1927,1,I realli hate poli bitch man
1928,1,I got 1 feloni I got bitch
1929,1,I bitch I bitch So Ms bitch
1930,1,100 femal popul need stop bitch
1931,1,Ya nigga play fuck nigga play keep bitch fuck wit
1932,1,thi hung boy bathroom St domin silli bitch
1933,1,If read receipt bitch bitchyest bitch ever
1934,1,dat bird bitch heavi birdcag bitch byyyyyyrrrrrrrrrrrrr bitch
1935,1,aye hoe start come forget put I
